audit_date,month_id,district_id,district_name,state,competitor_brand,numeric_distribution_pct,weighted_distribution_pct,stocking_outlet_count,exclusive_branded_chillers_deployed,promotional_intensity_score_1_to_10,active_retail_scheme
16-04-2025,2025-04,DST_0255,Nagaur,Rajasthan,PulseDrop,26.97,36.97,950,173,4.85,None
2024/11/15,2024-11,DST_0105,North West Delhi,Delhi NCR,Torque,39.42,33.85,3050,460,4.57,None
09-15-24,2024-09,DST_0274,Tirupathi,Andhra Pradesh,Apex Energy,46.92,45.78,1473,292,4.23,None
08-05-2025,2025-05,DST_0339,Idukki,Kerala,Voltix,27.18,61.92,261,37,2.51,None
1769007960000,2026-01,DST_0289,Bapatla,Andhra Pradesh,PulseDrop,38.1,47.9,660,36,3.28,Seasonal_Discount
19-10-2025,2025-10,DST_0163,Valsad,Gujarat,Apex Energy,42.49,56.38,955,144,3.86,None
2025-03-13T00:00:00Z,2025-03,DST_0235,Yadadri Bhuvanagiri,Telangana,Voltix,37.01,33.11,283,23,3.54,None
2025-10-09T00:00:00Z,2025-10,0298,Bhopal,Madhya Pradesh,Apex Energy,35.37,36.14,1621,220,4.88,Seasonal_Discount
2025/12/09,2025-12,DST_0048,Hassan,Karnataka,Apex Energy,50.03,50.49,972,188,2.68,Seasonal_Discount
1783348200000,2026-07,DST_0193,Nadia,West Bengal,PulseDrop,48.06,37.58,2959,541,5.0,None
16-07-2026,2026-07,DST_0125,Mathura,Uttar Pradesh,Apex Energy,50.57,51.22,1571,151,4.76,None
04-16-25,2025-04,DST_0133,Bulandshahr,Uttar Pradesh,Voltix,35.09,51.76,1412,256,3.17,None
2025/04/08,2025-04,0127,Muzaffarnagar,Uttar Pradesh,Apex Energy,43.81,47.1,2189,207,4.73,
10-13-25,2025-10,DST_0005,Palghar,Maharashtra,Apex Energy,50.08,31.22,2204,243,3.84,None
1775904960000,2026-04,DST_0228,Wanaparthy,Telangana,Voltix,29.63,44.01,175,19,4.22,Seasonal_Discount
2026/03/07,2026-03,DST_0149,Bijnor,Uttar Pradesh,Torque,41.98,62.15,1777,338,4.86,None
08-07-25,2025-08,DST_0272,Vijayawada Urban,Andhra Pradesh,Apex Energy,84.07,90.32,3319,2128,8.69,
2025-04-06T00:00:00+05:30,2025-04,DST_0185,North 24 Parganas,West Bengal,Apex Energy,36.26,46.38,5800,655,2.95,None
06-04-2025,2025-04,DST_0007,Nashik,Maharashtra,Apex Energy,55.52,60.75,4753,862,4.68,Special_Kirana_Margin
04-11-25,2025-04,DST_0054,Chikkamagaluru,Karnataka,Voltix,50.58,56.41,629,81,3.99,None
2026/01/09,2026-01,DST_0252,Hanumangarh,Rajasthan,Voltix,40.11,38.49,768,58,3.12,Seasonal_Discount
11-16-24,2024-11,0056,Kolar,Karnataka,PulseDrop,33.51,35.94,634,87,4.55,Seasonal_Discount
04-05-2026,2026-05,DST_0157,Junagadh,Gujarat,Apex Energy,43.43,45.72,1503,226,2.53,Seasonal_Discount
19-05-2025,2025-05,DST_0281,Rajahmundry,Andhra Pradesh,BullForce,27.02,46.8,659,122,3.7,None
03-02-2026,2026-02,0273,Guntur,Andhra Pradesh,BullForce,38.39,64.4,1372,201,5.15,None
21-05-2026,2026-05,0114,Allahabad (Prayagraj),Uttar Pradesh,Voltix,38.3,58.08,2622,192,4.73,
20-11-2024,2024-11,DST_0293,Annamayya,Andhra Pradesh,PulseDrop,42.35,63.09,775,41,2.76,None
14-12-2025,2025-12,0158,Gandhinagar,Gujarat,BullForce,29.48,57.03,575,75,3.84,None
2025/10/03,2025-10,0136,Hardoi,Uttar Pradesh,Voltix,23.75,29.9,954,1,1.62,None
06-12-2025,2025-12,DST_0163,Valsad,Gujarat,Torque,41.82,49.26,940,118,3.67,None
2025/11/21,2025-11,DST_0257,Bundi,Rajasthan,Apex Energy,38.75,63.02,464,42,5.29,None
14-09-2025,2025-09,DST_0263,Jalore,Rajasthan,Torque,36.26,35.53,604,38,5.05,None
09-05-2025,2025-05,DST_0201,Uttar Dinajpur,West Bengal,Torque,37.99,36.45,1105,122,4.01,None
02-09-2024,2024-09,0285,Chittoor,Andhra Pradesh,Apex Energy,30.66,38.38,659,101,3.77,Seasonal_Discount
04-07-2025,2025-07,DST_0115,Agra,Uttar Pradesh,BullForce,45.69,50.99,2914,477,3.67,Seasonal_Discount
08-06-2026,2026-06,DST_0060,Uttara Kannada,Karnataka,PulseDrop,50.55,47.42,876,104,2.75,None
10-07-2025,2025-07,DST_0113,Varanasi,Uttar Pradesh,Torque,45.25,38.43,2332,202,2.87,Seasonal_Discount
1736670180000,2025-01,0166,Kutch,Gujarat,Voltix,50.04,61.16,1350,80,4.26,None
1765175520000,2025-12,DST_0200,Cooch Behar,West Bengal,Apex Energy,26.61,51.27,705,35,4.14,Seasonal_Discount
2024-09-02T00:00:00Z,2024-09,DST_0084,Nilgiris,Tamil Nadu,BullForce,47.52,55.81,567,34,3.26,None
02-11-25,2025-02,DST_0310,Morena,Madhya Pradesh,Voltix,40.99,44.15,915,69,3.29,Seasonal_Discount
2026/08/18,2026-08,DST_0280,Eluru,Andhra Pradesh,BullForce,31.86,61.13,786,94,5.2,None
12-19-24,2024-12,DST_0032,Nandurbar,Maharashtra,PulseDrop,45.49,42.95,777,54,2.55,None
15-09-2024,2024-09,0161,Morbi,Gujarat,BullForce,53.91,48.32,681,84,4.99,None
2026-05-04T00:00:00Z,2026-05,DST_0318,Khargone,Madhya Pradesh,BullForce,30.92,47.66,593,47,3.6,None
09-21-24,2024-09,0188,Hooghly,West Bengal,PulseDrop,45.27,56.16,3363,273,3.59,Seasonal_Discount
05-04-2025,2025-04,DST_0211,Warangal,Telangana,Apex Energy,61.98,63.88,586,91,5.91,None
2025/11/17,2025-11,DST_0089,Sivaganga,Tamil Nadu,PulseDrop,50.89,58.96,840,149,3.2,Seasonal_Discount
13-07-2026,2026-07,DST_0175,Chhota Udaipur,Gujarat,Torque,30.08,54.81,289,45,2.9,None
11-12-2025,2025-12,0120,Aligarh,Uttar Pradesh,BullForce,43.92,49.66,2035,293,4.23,Seasonal_Discount
06-04-2026,2026-04,DST_0064,Haveri,Karnataka,BullForce,39.66,60.25,692,42,2.7,None
18-09-2024,2024-09,0271,Visakhapatnam,Andhra Pradesh,PulseDrop,52.37,46.83,2412,579,4.44,Discount_10pct
12-02-2026,2026-02,DST_0326,Dhar,Madhya Pradesh,BullForce,35.39,49.73,824,150,3.09,None
2025-06-08T00:00:00Z,2025-06,DST_0186,South 24 Parganas,West Bengal,BullForce,33.89,38.25,3219,387,4.56,Seasonal_Discount
14-01-2026,2026-01,DST_0318,Khargone,Madhya Pradesh,Voltix,43.7,36.5,838,113,4.51,
08-03-26,2026-08,0087,Ramanathapuram,Tamil Nadu,BullForce,40.73,55.6,672,85,3.01,
2026-05-13T00:00:00Z,2026-05,DST_0130,Shahjahanpur,Uttar Pradesh,Torque,40.71,50.64,1321,203,3.54,None
2026/01/18,2026-01,DST_0100,Central Delhi,Delhi NCR,Voltix,75.58,85.19,968,426,7.21,Bundle_Pack
12-07-2026,2026-07,DST_0222,Mancherial,Telangana,BullForce,48.82,52.81,557,36,4.77,None
2025/11/03,2025-11,DST_0017,Raigad,Maharashtra,Voltix,42.5,36.02,1475,135,3.07,None
03-11-2025,2025-11,DST_0101,East Delhi,Delhi NCR,Apex Energy,44.07,55.49,1657,291,3.47,
2025-05-02T00:00:00Z,2025-05,DST_0331,Kollam,Kerala,Apex Energy,29.43,55.94,1108,172,2.91,None
1776687960000,2026-04,DST_0238,Narayanpet,Telangana,Apex Energy,25.3,41.17,138,19,4.85,None
04-11-2024,2024-11,DST_0196,Jalpaiguri,West Bengal,BullForce,39.22,63.74,1789,348,2.75,Seasonal_Discount
2024/10/14,2024-10,DST_0001,Mumbai Suburban,Maharashtra,Voltix,81.53,81.78,15082,6432,6.27,Bundle_Pack
10-02-24,2024-10,DST_0255,Nagaur,Rajasthan,Apex Energy,47.99,35.64,1692,321,2.57,None
06-05-2025,2025-05,DST_0269,Barmer,Rajasthan,PulseDrop,13.26,29.53,310,2,2.06,None
2025-02-02T00:00:00+05:30,2025-02,0278,Cuddapah,Andhra Pradesh,Torque,46.8,49.01,1256,190,3.32,Seasonal_Discount
06-04-2026,2026-04,DST_0293,Annamayya,Andhra Pradesh,Voltix,48.77,41.4,893,104,3.72,Seasonal_Discount
2026/04/03,2026-04,0090,Tenkasi,Tamil Nadu,BullForce,27.21,57.89,536,89,3.1,Seasonal_Discount
10-06-2025,2025-06,DST_0048,Hassan,Karnataka,PulseDrop,53.4,62.31,1037,171,3.02,None
2025-11-11T00:00:00+05:30,2025-11,DST_0254,Tonk,Rajasthan,BullForce,44.05,46.51,693,34,4.85,None
03-12-26,2026-03,0118,Gautam Buddha Nagar,Uttar Pradesh,Voltix,49.62,47.81,1329,133,4.69,None
03-06-25,2025-03,DST_0262,Banswara,Rajasthan,Torque,46.28,48.79,746,42,4.03,None
11-07-2026,2026-07,DST_0246,Alwar,Rajasthan,Torque,53.51,47.95,2068,244,4.15,None
08-08-2026,2026-08,DST_0221,Kamareddy,Telangana,Apex Energy,42.02,45.46,401,59,2.58,Seasonal_Discount
08-19-25,2025-08,DST_0104,North East Delhi,Delhi NCR,PulseDrop,43.83,57.13,2161,304,3.07,None
03-02-2025,2025-02,DST_0183,Devbhumi Dwarka,Gujarat,PulseDrop,30.12,49.93,269,29,3.14,None
2026-08-03T00:00:00Z,2026-08,0042,Udupi,Karnataka,BullForce,25.67,52.21,360,50,3.73,None
10-05-2026,2026-05,0172,Mahisagar,Gujarat,Torque,33.4,50.13,311,50,5.4,None
1767446280000,2026-01,DST_0189,Paschim Medinipur,West Bengal,PulseDrop,25.41,35.45,1454,195,3.03,None
12-01-2025,2025-01,DST_0040,Dharwad,Karnataka,Apex Energy,45.14,69.1,1332,240,5.69,Special_Kirana_Margin
16-10-2025,2025-10,DST_0289,Bapatla,Andhra Pradesh,PulseDrop,38.33,33.94,664,106,4.26,None
03-02-2026,2026-02,DST_0317,Mandsaur,Madhya Pradesh,PulseDrop,26.94,34.11,394,70,3.9,None
15-01-2025,2025-01,0239,Jaipur,Rajasthan,PulseDrop,41.49,32.47,4200,216,4.46,Seasonal_Discount
2025-09-20T00:00:00+05:30,2025-09,0162,Bharuch,Gujarat,BullForce,33.26,56.02,658,117,4.4,None
1765555200000,2025-12,DST_0184,Kolkata,West Bengal,BullForce,86.95,80.01,8601,4109,7.34,None
17-09-2024,2024-09,DST_0124,Jhansi,Uttar Pradesh,PulseDrop,37.7,48.08,1045,72,3.8,None
2025/07/18,2025-07,0193,Nadia,West Bengal,BullForce,32.33,56.2,1991,324,4.12,
02-08-25,2025-02,DST_0130,Shahjahanpur,Uttar Pradesh,Torque,46.24,40.23,1501,255,3.09,None
05-07-26,2026-05,0052,Bidar,Karnataka,Torque,38.53,47.25,753,55,5.09,None
05-20-25,2025-05,DST_0269,Barmer,Rajasthan,Torque,14.47,13.23,338,2,1.05,None
12-08-2025,2025-08,0280,Eluru,Andhra Pradesh,Torque,28.22,48.37,696,106,5.21,None
2025/12/18,2025-12,DST_0236,Mahabubabad,Telangana,BullForce,45.87,37.45,333,25,2.94,Seasonal_Discount
11-20-24,2024-11,DST_0278,Kadapa,Andhra Pradesh,Torque,25.05,59.28,672,62,3.85,None
2026-07-05T00:00:00+05:30,2026-07,0007,Nashik,Maharashtra,Torque,49.38,51.05,4228,733,4.29,Special_Kirana_Margin
2026/03/13,2026-03,DST_0216,Nalgonda,Telangana,Torque,41.78,41.85,663,127,2.9,None
18-09-2024,2024-09,DST_0246,Alwar,Rajasthan,Apex Energy,46.97,62.59,1815,360,4.37,None
01-13-25,2025-01,0081,Krishnagiri,Tamil Nadu,Voltix,42.48,46.3,895,63,4.21,None
05-06-2025,2025-06,DST_0058,Raichur,Karnataka,Torque,31.48,60.84,698,100,2.61,None
08-12-25,2025-08,0078,Cuddalore,Tamil Nadu,Voltix,36.28,36.63,1206,94,3.75,None
21-08-2025,2025-08,DST_0233,Jangaon,Telangana,Voltix,25.07,52.66,139,22,4.57,None
2024/12/17,2024-12,DST_0101,East Delhi,Delhi NCR,PulseDrop,35.37,41.97,1329,198,2.84,None
2025-03-08T00:00:00+05:30,2025-03,0330,Thrissur,Kerala,PulseDrop,32.39,61.95,1757,285,4.61,None
07-02-25,2025-07,DST_0136,Hardoi,Uttar Pradesh,PulseDrop,14.13,14.24,567,4,2.03,None
11-10-24,2024-11,DST_0066,Coimbatore,Tamil Nadu,Torque,28.98,58.99,1867,140,5.17,None
2025/03/11,2025-03,DST_0323,Betul,Madhya Pradesh,BullForce,40.2,45.99,683,75,5.31,None
2024-12-09T00:00:00Z,2024-12,0201,Uttar Dinajpur,West Bengal,Apex Energy,42.26,58.74,1229,199,5.39,Seasonal_Discount
2026-07-16T00:00:00+05:30,2026-07,DST_0059,Ramanagara,Karnataka,Apex Energy,41.59,53.95,517,30,4.47,None
12-11-2024,2024-11,DST_0008,Aurangabad,Maharashtra,Voltix,61.34,53.61,3214,772,5.02,Discount_10pct
2026-01-16T00:00:00+05:30,2026-01,DST_0204,Bankura,West Bengal,BullForce,49.53,32.19,1624,283,4.88,None
2026-03-21T00:00:00+05:30,2026-03,DST_0294,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,BullForce,26.62,60.35,462,78,3.62,None
12-06-2026,2026-06,DST_0140,Unnao,Uttar Pradesh,PulseDrop,44.56,52.37,1437,265,5.42,Seasonal_Discount
2024/12/12,2024-12,DST_0270,Pratapgarh,Rajasthan,Torque,27.91,54.48,220,43,3.23,None
15-02-2026,2026-02,DST_0195,Malda,West Bengal,Apex Energy,51.87,48.81,2060,204,4.8,None
2026/02/09,2026-02,DST_0219,Siddipet,Telangana,Apex Energy,36.91,56.17,372,33,3.72,None
01-19-25,2025-01,DST_0246,Alwar,Rajasthan,Voltix,46.25,68.63,1787,421,4.2,None
2025/03/09,2025-03,DST_0013,Sangli,Maharashtra,Voltix,43.59,45.06,1414,196,3.33,None
2025/07/12,2025-07,DST_0238,Narayanpet,Telangana,Apex Energy,52.93,33.73,290,50,3.47,None
1747829520000,2025-05,0066,Coimbatore,Tamil Nadu,Apex Energy,89.57,95.76,5772,3272,7.98,Active_BOGO_Scheme
2025/02/13,2025-02,DST_0107,South East Delhi,Delhi NCR,Voltix,27.05,40.33,1279,66,2.63,None
09-08-2025,2025-08,0103,North Delhi,Delhi NCR,PulseDrop,50.45,39.36,985,101,3.72,None
2024-12-03T00:00:00Z,2024-12,DST_0303,Dewas,Madhya Pradesh,Torque,35.25,48.88,664,84,4.0,None
13-02-2026,2026-02,0223,Nirmal,Telangana,PulseDrop,48.83,56.59,378,60,3.35,Seasonal_Discount
2026/07/16,2026-07,DST_0289,Bapatla,Andhra Pradesh,Voltix,29.82,49.13,517,29,3.59,Seasonal_Discount
08-02-2026,2026-02,DST_0208,Medchal-Malkajgiri,Telangana,Voltix,29.6,51.77,1497,172,4.1,None
1736138160000,2025-01,DST_0264,Sirohi,Rajasthan,PulseDrop,47.23,34.18,528,56,3.68,None
21-06-2026,2026-06,DST_0297,Indore,Madhya Pradesh,Voltix,76.43,89.18,4597,3129,8.74,Active_BOGO_Scheme
20-10-2025,2025-10,DST_0308,Katni,Madhya Pradesh,PulseDrop,49.81,62.48,703,76,2.89,None
2026/06/07,2026-06,DST_0049,Mandya,Karnataka,PulseDrop,36.84,61.45,690,102,5.05,Seasonal_Discount
2025/10/03,2025-10,DST_0255,Nagaur,Rajasthan,Torque,37.91,58.42,1336,219,4.37,None
11-03-2025,2025-03,DST_0015,Amravati,Maharashtra,BullForce,42.39,58.96,1596,148,2.63,None
19-03-2026,2026-03,DST_0132,Mirzapur,Uttar Pradesh,Torque,29.55,61.27,734,88,3.96,None
1777877100000,2026-05,0177,Tapi,Gujarat,Torque,45.57,56.09,345,61,5.44,None
1757002560000,2025-09,DST_0328,Ernakulam,Kerala,Torque,44.42,51.22,2554,192,4.46,None
1740910080000,2025-03,0302,Sagar,Madhya Pradesh,Voltix,27.49,50.81,797,97,2.72,None
2025-04-02T00:00:00+05:30,2025-04,DST_0040,Dharwad,Karnataka,Apex Energy,44.52,68.88,1313,307,4.6,Discount_10pct
2025-01-06T00:00:00Z,2025-01,DST_0031,Gadchiroli,Maharashtra,Torque,36.69,39.98,375,65,5.2,None
20-03-2026,2026-03,DST_0299,Jabalpur,Madhya Pradesh,BullForce,25.08,56.75,995,138,4.39,Seasonal_Discount
05-01-2025,2025-01,DST_0335,Kottayam,Kerala,Voltix,40.97,50.79,975,101,3.46,None
11-18-24,2024-11,DST_0164,Porbandar,Gujarat,Torque,31.05,64.21,269,41,4.0,Seasonal_Discount
2026/02/17,2026-02,0040,Hubballi-Dharwad,Karnataka,BullForce,49.77,51.69,1468,228,4.74,Discount_10pct
2026/04/06,2026-04,DST_0087,Ramanathapuram,Tamil Nadu,Voltix,36.85,47.29,608,101,3.72,None
2025/11/05,2025-11,DST_0040,Dharwad,Karnataka,PulseDrop,44.08,50.3,1300,288,5.76,None
2026/08/03,2026-08,DST_0101,East Delhi,Delhi NCR,BullForce,30.77,31.52,1156,142,2.51,None
21-12-2024,2024-12,0326,Dhar,Madhya Pradesh,Voltix,33.44,45.32,779,132,3.15,None
18-12-2025,2025-12,DST_0238,Narayanpet,Telangana,Voltix,28.29,40.05,155,27,2.71,
07-01-2026,2026-01,DST_0233,Jangaon,Telangana,Torque,33.39,60.33,185,21,4.24,None
2024/09/06,2024-09,DST_0107,South East Delhi,Delhi NCR,Torque,50.85,51.75,2405,282,2.78,None
19-09-2024,2024-09,DST_0291,Anakapalli,Andhra Pradesh,PulseDrop,43.69,47.98,919,154,3.86,None
19-06-2026,2026-06,DST_0295,Parvathipuram Manyam,Andhra Pradesh,PulseDrop,30.61,50.84,281,53,2.68,None
20-06-2026,2026-06,0173,Panchmahal,Gujarat,Torque,35.31,55.22,840,109,3.12,None
2026/08/14,2026-08,0272,Vijayawada,Andhra Pradesh,Torque,51.7,46.55,2041,402,4.48,None
2025/12/19,2025-12,DST_0090,Tenkasi,Tamil Nadu,Torque,30.12,57.46,594,57,4.04,
10-10-2024,2024-10,0021,Yavatmal,Maharashtra,BullForce,38.82,41.93,1192,167,3.17,None
2026/04/18,2026-04,0328,Ernakulam,Kerala,BullForce,36.12,42.03,2076,278,2.56,None
2025-11-04T00:00:00+05:30,2025-11,DST_0337,Kasaragod,Kerala,BullForce,33.72,43.42,593,38,3.58,Seasonal_Discount
2025/05/05,2025-05,DST_0334,Alappuzha,Kerala,Torque,34.35,44.46,1136,212,5.36,Seasonal_Discount
11-03-2025,2025-03,DST_0238,Narayanpet,Telangana,Torque,36.97,53.06,202,13,3.65,Seasonal_Discount
2025/01/11,2025-01,DST_0004,Thane,Maharashtra,PulseDrop,32.48,53.57,4922,501,3.31,None
11-18-24,2024-11,DST_0279,Anantapur,Andhra Pradesh,Voltix,37.51,60.3,1048,193,4.7,
2025/06/06,2025-06,DST_0281,Rajamahendravaram,Andhra Pradesh,PulseDrop,51.76,37.31,1262,169,3.4,Seasonal_Discount
13-04-2025,2025-04,DST_0156,Jamnagar,Gujarat,Voltix,27.72,51.66,856,105,5.43,Seasonal_Discount
2024/10/12,2024-10,DST_0007,Nashik,Maharashtra,PulseDrop,56.44,62.77,4832,659,5.48,Discount_10pct
02-11-2025,2025-11,DST_0255,Nagaur,Rajasthan,BullForce,29.19,31.92,1029,178,2.53,
2024-10-06T00:00:00Z,2024-10,DST_0045,Ballari,Karnataka,Voltix,31.84,43.03,1029,153,3.99,None
2025/06/05,2025-06,DST_0067,Madurai,Tamil Nadu,Torque,38.82,46.04,1950,326,3.12,None
12-09-2025,2025-09,0276,Kurnool,Andhra Pradesh,Torque,53.87,62.93,1629,132,5.43,None
2025/02/10,2025-02,DST_0047,Davanagere,Karnataka,PulseDrop,25.1,60.57,609,85,4.04,None
19-12-2025,2025-12,DST_0194,Murshidabad,West Bengal,PulseDrop,47.5,44.31,3644,512,4.35,None
02-18-25,2025-02,DST_0232,Jayashankar Bhupalpally,Telangana,Voltix,33.7,32.81,128,14,5.1,Seasonal_Discount
03-02-2026,2026-02,DST_0067,Madurai,Tamil Nadu,Torque,30.43,62.49,1528,133,4.53,None
2025/05/05,2025-05,DST_0154,Rajkot,Gujarat,PulseDrop,56.1,61.97,3440,521,4.71,None
06-06-2026,2026-06,DST_0133,Bulandshahr,Uttar Pradesh,Apex Energy,49.66,31.57,1998,293,4.17,Seasonal_Discount
2024/11/16,2024-11,DST_0143,Basti,Uttar Pradesh,Voltix,27.38,36.52,596,65,5.33,None
2026/08/06,2026-08,DST_0104,North East Delhi,Delhi NCR,Apex Energy,27.98,54.89,1379,232,3.55,None
04-15-25,2025-04,DST_0289,Bapatla,Andhra Pradesh,Torque,54.45,36.29,944,153,4.03,None
08-09-2025,2025-09,DST_0191,Purba Bardhaman,West Bengal,Voltix,52.89,51.68,3478,343,3.16,None
2024/09/11,2024-09,0021,Yavatmal,Maharashtra,Torque,54.46,63.57,1672,119,3.55,None
16-03-2026,2026-03,DST_0207,Hyderabad,Telangana,Apex Energy,75.29,90.36,6531,3005,6.26,Discount_15pct
2025/01/07,2025-01,DST_0324,Seoni,Madhya Pradesh,BullForce,44.53,50.48,594,46,2.65,Seasonal_Discount
1762686720000,2025-11,DST_0097,Villupuram,Tamil Nadu,Torque,47.07,51.93,994,127,4.72,None
08-10-2024,2024-10,DST_0252,Hanumangarh,Rajasthan,Torque,32.23,56.02,617,97,5.09,None
12-11-2025,2025-11,0151,Ahmedabad,Gujarat,Torque,76.2,81.44,10862,3289,8.49,None
2025-04-19T00:00:00+05:30,2025-04,DST_0317,Mandsaur,Madhya Pradesh,Apex Energy,52.51,37.09,769,82,3.84,None
02-12-2025,2025-12,DST_0261,Dungarpur,Rajasthan,Apex Energy,30.27,54.22,371,25,4.76,Seasonal_Discount
13-07-2025,2025-07,DST_0268,Jaisalmer,Rajasthan,BullForce,52.36,55.32,344,54,5.07,None
1749535200000,2025-06,DST_0155,Bhavnagar,Gujarat,Apex Energy,35.17,40.55,1391,143,3.8,Seasonal_Discount
2024-11-18T00:00:00+05:30,2024-11,DST_0075,Dindigul,Tamil Nadu,PulseDrop,25.78,54.87,733,91,4.57,None
14-10-2024,2024-10,DST_0044,Tumakuru,Karnataka,BullForce,28.48,48.58,845,82,4.31,Seasonal_Discount
1781878320000,2026-06,DST_0272,Vijayawada,Andhra Pradesh,BullForce,25.43,42.62,1003,129,3.29,None
1739608620000,2025-02,DST_0098,Virudhunagar,Tamil Nadu,Torque,35.28,64.13,1037,154,2.65,None
1739347320000,2025-02,DST_0258,Baran,Rajasthan,PulseDrop,48.94,59.46,654,111,3.96,None
1771337820000,2026-02,DST_0042,Udupi,Karnataka,BullForce,51.08,61.05,716,115,3.65,None
2025/09/16,2025-09,DST_0120,Aligarh,Uttar Pradesh,BullForce,34.43,53.93,1596,163,5.01,None
2025/03/19,2025-03,DST_0033,Beed,Maharashtra,Apex Energy,30.11,54.48,840,116,5.3,Seasonal_Discount
04-21-26,2026-04,DST_0117,Ghaziabad,Uttar Pradesh,Torque,51.16,44.6,4162,601,4.78,None
12-03-25,2025-12,0042,Udupi,Karnataka,BullForce,31.5,61.48,441,80,4.52,None
2025/05/02,2025-05,DST_0235,Yadadri Bhuvanagiri,Telangana,BullForce,42.86,64.63,328,38,4.29,None
02-03-2026,2026-03,DST_0102,New Delhi,Delhi NCR,Apex Energy,27.61,35.63,86,7,3.5,None
1757826720000,2025-09,DST_0265,Sawai Madhopur,Rajasthan,BullForce,42.12,35.8,607,33,2.86,Seasonal_Discount
07-11-2025,2025-11,DST_0286,Nandyal,Andhra Pradesh,Apex Energy,44.09,63.27,891,178,2.93,Seasonal_Discount
04-04-2026,2026-04,DST_0293,Annamayya,Andhra Pradesh,PulseDrop,39.11,49.48,716,71,2.76,None
12-06-2026,2026-06,DST_0180,Amreli,Gujarat,PulseDrop,39.9,43.81,703,132,2.8,None
18-02-2025,2025-02,DST_0118,Gautam Buddha Nagar,Uttar Pradesh,Voltix,47.72,45.57,1278,159,4.55,Seasonal_Discount
2026/07/08,2026-07,DST_0287,Krishna,Andhra Pradesh,Apex Energy,36.04,61.25,727,54,3.78,None
04-12-2024,2024-12,DST_0194,Murshidabad,West Bengal,BullForce,34.2,56.09,2624,223,5.13,Seasonal_Discount
2024/10/14,2024-10,DST_0204,Bankura,West Bengal,Torque,54.87,62.8,1799,156,3.58,None
02-10-2024,2024-10,0170,Aravalli,Gujarat,Voltix,46.75,44.39,470,37,4.11,Seasonal_Discount
2026-01-11T00:00:00+05:30,2026-01,DST_0203,Birbhum,West Bengal,PulseDrop,21.11,26.63,726,2,2.6,None
1773845340000,2026-03,DST_0053,Chitradurga,Karnataka,BullForce,25.58,46.8,458,71,3.94,None
12-11-2024,2024-11,DST_0026,Wardha,Maharashtra,BullForce,37.51,52.36,615,66,3.38,None
1778131080000,2026-05,DST_0216,Nalgonda,Telangana,BullForce,48.28,37.23,767,102,2.51,None
05-09-25,2025-05,DST_0035,Parbhani,Maharashtra,PulseDrop,37.08,51.3,839,160,2.65,
20-09-2024,2024-09,DST_0219,Siddipet,Telangana,Torque,25.63,43.94,258,24,4.7,
2025-09-08T00:00:00Z,2025-09,0172,Mahisagar,Gujarat,Apex Energy,45.15,62.47,421,21,3.67,None
2025/10/20,2025-10,0288,Palnadu,Andhra Pradesh,Apex Energy,44.11,35.48,1035,190,2.89,Seasonal_Discount
05-16-25,2025-05,DST_0176,Narmada,Gujarat,BullForce,34.19,48.15,189,29,5.31,None
11-05-25,2025-11,DST_0011,Ahmednagar,Maharashtra,Apex Energy,42.5,43.75,2085,206,4.61,Seasonal_Discount
1754724360000,2025-08,DST_0178,Dang,Gujarat,Apex Energy,20.91,20.81,45,4,2.34,None
1728295740000,2024-10,DST_0324,Seoni,Madhya Pradesh,PulseDrop,47.95,33.35,639,90,3.38,Seasonal_Discount
1760631180000,2025-10,DST_0227,Nagarkurnool,Telangana,Voltix,46.69,58.66,391,46,4.66,None
02-04-2025,2025-04,DST_0269,Barmer,Rajasthan,Voltix,10.53,27.82,246,4,1.11,None
10-11-25,2025-10,DST_0170,Aravalli,Gujarat,Apex Energy,35.17,57.38,353,56,4.11,None
1741105260000,2025-03,0307,Singrauli,Madhya Pradesh,BullForce,26.96,35.47,338,45,4.2,None
11-06-2025,2025-06,DST_0018,Ratnagiri,Maharashtra,Torque,25.02,47.07,413,30,4.23,None
1786519680000,2026-08,DST_0212,Hanumakonda,Telangana,Voltix,35.19,35.1,672,109,3.84,None
2024/12/03,2024-12,DST_0195,Malda,West Bengal,Voltix,52.72,64.52,2093,110,4.81,Seasonal_Discount
2025/05/07,2025-05,DST_0145,Gonda,Uttar Pradesh,Voltix,53.33,44.39,1644,266,4.0,None
2026/06/03,2026-06,DST_0167,Banaskantha,Gujarat,Torque,42.1,46.26,1290,191,5.44,None
02-19-25,2025-02,DST_0077,Chengalpattu,Tamil Nadu,Voltix,53.59,44.89,2399,357,3.42,None
2025/08/02,2025-08,0296,Alluri Sitharama Raju,Andhra Pradesh,Torque,23.05,12.83,200,2,2.97,None
16-08-2026,2026-08,DST_0193,Nadia,West Bengal,Voltix,46.26,59.32,2848,507,4.21,Seasonal_Discount
12-09-2024,2024-09,DST_0264,Sirohi,Rajasthan,BullForce,26.06,62.2,291,26,2.54,None
2026/06/16,2026-06,DST_0244,Udaipur,Rajasthan,BullForce,44.59,51.66,1477,318,5.74,Special_Kirana_Margin
05-04-2025,2025-04,DST_0241,Kota,Rajasthan,Voltix,77.92,90.34,2492,1184,7.82,Active_BOGO_Scheme
08-06-2026,2026-06,DST_0092,Thoothukudi,Tamil Nadu,Apex Energy,41.0,52.18,1076,117,5.23,
